Entry	Entry Name	Protein names	Gene Names	Organism	Length	Gene Ontology IDs	Gene Ontology (GO)
O34313	NTPES_BACSU	Trifunctional nucleotide phosphoesterase protein YfkN [Includes: 2',3'-cyclic-nucleotide 2'-phosphodiesterase/3'-nucleotidase (EC 3.1.3.6) (EC 3.1.4.16); 5'-nucleotidase (EC 3.1.3.5)]	yfkN BSU07840	Bacillus subtilis (strain 168)	1462	GO:0000166; GO:0008253; GO:0008254; GO:0008663; GO:0009166; GO:0030288; GO:0046872	outer membrane-bounded periplasmic space [GO:0030288]; 2',3'-cyclic-nucleotide 2'-phosphodiesterase activity [GO:0008663]; 3'-nucleotidase activity [GO:0008254]; 5'-nucleotidase activity [GO:0008253]; metal ion binding [GO:0046872]; nucleotide binding [GO:0000166]; nucleotide catabolic process [GO:0009166]
O34327	RAPJ_BACSU	Response regulator aspartate phosphatase J (EC 3.1.3.-)	rapJ ycdE BSU02820	Bacillus subtilis (strain 168)	373	GO:0005737	cytoplasm [GO:0005737]
O34344	SDPC_BACSU	Sporulation delaying protein C (SdpC) (Cannibalism toxin SDP) (Killing factor SdpC) (Toxic peptide SdpC) [Cleaved into: Sporulation delaying protein (SDP)]	sdpC yvaY BSU33770	Bacillus subtilis (strain 168)	203	GO:0001906; GO:0005576	extracellular region [GO:0005576]; cell killing [GO:0001906]
O34349	PGPB_BACSU	Phosphatidylglycerophosphatase B (EC 3.1.3.27) (PAP2 type phosphatidylglycerol phosphate phosphatase) (PAP2 phosphatase) (bsPgpB)	pgpB yodM BSU19650	Bacillus subtilis (strain 168)	203	GO:0005886; GO:0006655; GO:0008962	plasma membrane [GO:0005886]; phosphatidylglycerophosphatase activity [GO:0008962]; phosphatidylglycerol biosynthetic process [GO:0006655]
O34403	FPG_BACSU	Formamidopyrimidine-DNA glycosylase (Fapy-DNA glycosylase) (EC 3.2.2.23) (DNA-(apurinic or apyrimidinic site) lyase MutM) (AP lyase MutM) (EC 4.2.99.18)	mutM fpg ytaE BSU29080	Bacillus subtilis (strain 168)	276	GO:0003684; GO:0003690; GO:0003906; GO:0006284; GO:0008270; GO:0034039; GO:0140078	8-oxo-7,8-dihydroguanine DNA N-glycosylase activity [GO:0034039]; class I DNA-(apurinic or apyrimidinic site) endonuclease activity [GO:0140078]; damaged DNA binding [GO:0003684]; DNA-(apurinic or apyrimidinic site) endonuclease activity [GO:0003906]; double-stranded DNA binding [GO:0003690]; zinc ion binding [GO:0008270]; base-excision repair [GO:0006284]
O34425	G3P2_BACSU	Glyceraldehyde-3-phosphate dehydrogenase 2 (GAPDH) (EC 1.2.1.59) (NAD(P)-dependent glyceraldehyde-3-phosphate dehydrogenase)	gapB BSU29020	Bacillus subtilis (strain 168)	340	GO:0004365; GO:0005737; GO:0006006; GO:0006094; GO:0043891; GO:0047100; GO:0050661; GO:0051287	cytoplasm [GO:0005737]; glyceraldehyde-3-phosphate dehydrogenase (NAD+) (phosphorylating) activity [GO:0004365]; glyceraldehyde-3-phosphate dehydrogenase (NADP+) (phosphorylating) activity [GO:0047100]; glyceraldehyde-3-phosphate dehydrogenase [NAD(P)+] (phosphorylating) activity [GO:0043891]; NAD binding [GO:0051287]; NADP binding [GO:0050661]; gluconeogenesis [GO:0006094]; glucose metabolic process [GO:0006006]
O34450	NAGA_BACSU	N-acetylglucosamine-6-phosphate deacetylase (GlcNAc 6-P deacetylase) (EC 3.5.1.25)	nagA BSU35010	Bacillus subtilis (strain 168)	396	GO:0005506; GO:0006046; GO:0008448; GO:0019262; GO:0042803	iron ion binding [GO:0005506]; N-acetylglucosamine-6-phosphate deacetylase activity [GO:0008448]; protein homodimerization activity [GO:0042803]; N-acetylglucosamine catabolic process [GO:0006046]; N-acetylneuraminate catabolic process [GO:0019262]
O34481	RECD2_BACSU	ATP-dependent RecD2 DNA helicase (EC 5.6.2.3) (DNA 5'-3' helicase RecD2)	recD2 recDB yrrC BSU27480	Bacillus subtilis (strain 168)	798	GO:0003677; GO:0005524; GO:0006261; GO:0006310; GO:0006974; GO:0009295; GO:0009338; GO:0016887; GO:0017116; GO:0043139; GO:1903775; GO:2000042	exodeoxyribonuclease V complex [GO:0009338]; nucleoid [GO:0009295]; 5'-3' DNA helicase activity [GO:0043139]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; DNA binding [GO:0003677]; single-stranded DNA helicase activity [GO:0017116]; DNA damage response [GO:0006974]; DNA recombination [GO:0006310]; DNA-templated DNA replication [GO:0006261]; negative regulation of double-strand break repair via homologous recombination [GO:2000042]; regulation of DNA double-strand break processing [GO:1903775]
O34483	HPRK_BACSU	HPr kinase/phosphorylase (HPrK/P) (EC 2.7.11.-) (EC 2.7.4.-) (HPr kinase/phosphatase) (HPr(Ser) kinase/phosphorylase)	hprK ptsK yvoB BSU35000	Bacillus subtilis (strain 168)	310	GO:0000155; GO:0000287; GO:0004712; GO:0005524; GO:0005829; GO:0006109; GO:0106310	cytosol [GO:0005829]; ATP binding [GO:0005524]; magnesium ion binding [GO:0000287]; phosphorelay sensor kinase activity [GO:0000155]; protein serine kinase activity [GO:0106310]; protein serine/threonine/tyrosine kinase activity [GO:0004712]; regulation of carbohydrate metabolic process [GO:0006109]
O34507	PRKC_BACSU	Serine/threonine-protein kinase PrkC (Ser/Thr-protein kinase PrkC) (EC 2.7.11.1)	prkC yloP BSU15770	Bacillus subtilis (strain 168)	648	GO:0004674; GO:0005524; GO:0005886; GO:0007165; GO:0009847; GO:0030428; GO:0042834; GO:0071224; GO:0106310; GO:0140549	cell septum [GO:0030428]; plasma membrane [GO:0005886]; spore inner membrane [GO:0140549]; ATP binding [GO:0005524]; peptidoglycan binding [GO:0042834]; protein serine kinase activity [GO:0106310]; protein serine/threonine kinase activity [GO:0004674]; cellular response to peptidoglycan [GO:0071224]; signal transduction [GO:0007165]; spore germination [GO:0009847]
O34508	AEEP_BACSU	L-Ala-D/L-Glu epimerase (AE epimerase) (AEE) (EC 5.1.1.20)	ykfB BSU12980	Bacillus subtilis (strain 168)	366	GO:0000287; GO:0006518; GO:0016854; GO:0016998; GO:0103031	L-Ala-D/L-Glu epimerase activity [GO:0103031]; magnesium ion binding [GO:0000287]; racemase and epimerase activity [GO:0016854]; cell wall macromolecule catabolic process [GO:0016998]; peptide metabolic process [GO:0006518]
O34513	TMCAL_BACSU	tRNA(Met) cytidine acetate ligase (EC 6.3.1.22)	tmcAL ylbM BSU15060	Bacillus subtilis (strain 168)	415	GO:0005737; GO:0006400; GO:0016879	cytoplasm [GO:0005737]; ligase activity, forming carbon-nitrogen bonds [GO:0016879]; tRNA modification [GO:0006400]
O34521	PTWCB_BACSU	PTS system N-acetylglucosamine-specific EIICB component (EIICB-Nag) [Includes: N-acetylglucosamine permease IIC component (PTS system N-acetylglucosamine-specific EIIC component); N-acetylglucosamine-specific phosphotransferase enzyme IIB component (EC 2.7.1.193) (PTS system N-acetylglucosamine-specific EIIB component)]	nagP yflF BSU07700	Bacillus subtilis (strain 168)	452	GO:0005886; GO:0009401; GO:0015764; GO:0019866; GO:0022880; GO:0045121; GO:0090563	membrane raft [GO:0045121]; organelle inner membrane [GO:0019866]; plasma membrane [GO:0005886]; protein-N(PI)-phosphohistidine-N-acetylglucosamine phosphotransferase system transporter activity [GO:0022880]; protein-phosphocysteine-sugar phosphotransferase activity [GO:0090563]; N-acetylglucosamine transport [GO:0015764]; phosphoenolpyruvate-dependent sugar phosphotransferase system [GO:0009401]
O34525	SPPA_BACSU	Putative signal peptide peptidase SppA (EC 3.4.21.-)	sppA yteI BSU29530	Bacillus subtilis (strain 168)	335	GO:0005886; GO:0006508; GO:0008233; GO:0045121	membrane raft [GO:0045121]; plasma membrane [GO:0005886]; peptidase activity [GO:0008233]; proteolysis [GO:0006508]
O34527	CYMR_BACSU	HTH-type transcriptional regulator CymR (Cysteine metabolism repressor)	cymR yrzC BSU27520	Bacillus subtilis (strain 168)	138	GO:0001046; GO:0003700; GO:0005829; GO:0006355; GO:0032991; GO:0032993; GO:0042802; GO:0042803; GO:0051291	cytosol [GO:0005829]; protein-containing complex [GO:0032991]; protein-DNA complex [GO:0032993]; core promoter sequence-specific DNA binding [GO:0001046]; DNA-binding transcription factor activity [GO:0003700]; identical protein binding [GO:0042802]; protein homodimerization activity [GO:0042803]; protein heterooligomerization [GO:0051291]; regulation of DNA-templated transcription [GO:0006355]
O34530	RSGA_BACSU	Small ribosomal subunit biogenesis GTPase RsgA (EC 3.6.1.-) (Ribosome-associated GTPase CpgA)	rsgA cpgA engC yloQ BSU15780	Bacillus subtilis (strain 168)	298	GO:0000028; GO:0003924; GO:0005525; GO:0005737; GO:0019843	cytoplasm [GO:0005737]; GTP binding [GO:0005525]; GTPase activity [GO:0003924]; rRNA binding [GO:0019843]; ribosomal small subunit assembly [GO:0000028]
O34539	NDPGT_BACSU	NDP-glycosyltransferase YjiC (EC 2.4.1.384) (UDP-glycosyltransferase YjiC)	yjiC BSU12220	Bacillus subtilis (strain 168)	392	GO:0008194; GO:0016758; GO:0017000	hexosyltransferase activity [GO:0016758]; UDP-glycosyltransferase activity [GO:0008194]; antibiotic biosynthetic process [GO:0017000]
O34559	URHG2_BACSU	Unsaturated rhamnogalacturonyl hydrolase YteR (URH) (EC 3.2.1.172)	yteR BSU30120	Bacillus subtilis (strain 168)	373	GO:0005737; GO:0005975; GO:0102211	cytoplasm [GO:0005737]; unsaturated rhamnogalacturonyl hydrolase activity [GO:0102211]; carbohydrate metabolic process [GO:0005975]
O34580	PCRA_BACSU	ATP-dependent DNA helicase PcrA (EC 5.6.2.4) (DNA 3'-5' helicase PcrA) (PcrA translocase)	pcrA yerF BSU06610	Bacillus subtilis (strain 168)	739	GO:0000725; GO:0003677; GO:0005524; GO:0005829; GO:0006260; GO:0009295; GO:0009314; GO:0016887; GO:0033202; GO:0043138	cytosol [GO:0005829]; DNA helicase complex [GO:0033202]; nucleoid [GO:0009295]; 3'-5' DNA helicase activity [GO:0043138]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; DNA binding [GO:0003677]; DNA replication [GO:0006260]; recombinational repair [GO:0000725]; response to radiation [GO:0009314]
O34614	MNMM_BACSU	tRNA (mnm(5)s(2)U34)-methyltransferase (EC 2.1.1.61) (5-aminomethyl-2-thiouridine methyltransferase) (MnmC-like methyltransferase) (bsMnmM) (tRNA 5-(aminomethyl)-2-thiouridylate-methyltransferase)	mnmM ytqB BSU30490	Bacillus subtilis (strain 168)	194	GO:0004808	tRNA (5-methylaminomethyl-2-thiouridylate)(34)-methyltransferase activity [GO:0004808]
O34676	KAMA_BACSU	L-lysine 2,3-aminomutase (LAM) (EC 5.4.3.2) (KAM)	kamA BSU19690	Bacillus subtilis (strain 168)	471	GO:0016869; GO:0019475; GO:0050066; GO:0051539	4 iron, 4 sulfur cluster binding [GO:0051539]; intramolecular aminotransferase activity [GO:0016869]; L-lysine 2,3-aminomutase activity [GO:0050066]; L-lysine fermentation [GO:0019475]
O34680	YDIP_BACSU	Type II methyltransferase M2.BsuMI (M2.BsuMI) (EC 2.1.1.37) (BsuMI modification methylase subunit YdiP) (Cytosine-specific methyltransferase M2.BsuMI)	ydiP BSU06070	Bacillus subtilis (strain 168)	389	GO:0003886; GO:0009007; GO:0009307	DNA (cytosine-5-)-methyltransferase activity [GO:0003886]; site-specific DNA-methyltransferase (adenine-specific) activity [GO:0009007]; DNA restriction-modification system [GO:0009307]
O34693	RQCH_BACSU	Rqc2 homolog RqcH (RqcH) (Ribosome-associated protein quality control protein H)	rqcH yloA BSU15640	Bacillus subtilis (strain 168)	570	GO:0000049; GO:0019843; GO:0043023; GO:0072344; GO:1990112	RQC complex [GO:1990112]; ribosomal large subunit binding [GO:0043023]; rRNA binding [GO:0019843]; tRNA binding [GO:0000049]; rescue of stalled cytosolic ribosome [GO:0072344]
O34714	OXDC_BACSU	Oxalate decarboxylase OxdC (EC 4.1.1.2)	oxdC yvrK BSU33240	Bacillus subtilis (strain 168)	385	GO:0005737; GO:0033609; GO:0046564	cytoplasm [GO:0005737]; oxalate decarboxylase activity [GO:0046564]; oxalate metabolic process [GO:0033609]
O34720	FORC_BACSU	Formate dehydrogenase catalytic subunit ForC (EC 1.17.5.-)	forC forC1 yjgC BSU12160	Bacillus subtilis (strain 168)	985	GO:0005829; GO:0008863; GO:0009326; GO:0015944; GO:0016020; GO:0022904; GO:0036397; GO:0043546; GO:0051537; GO:0051539	cytosol [GO:0005829]; formate dehydrogenase complex [GO:0009326]; membrane [GO:0016020]; 2 iron, 2 sulfur cluster binding [GO:0051537]; 4 iron, 4 sulfur cluster binding [GO:0051539]; formate dehydrogenase (NAD+) activity [GO:0008863]; formate dehydrogenase (quinone) activity [GO:0036397]; molybdopterin cofactor binding [GO:0043546]; formate oxidation [GO:0015944]; respiratory electron transport chain [GO:0022904]
O34746	FABH1_BACSU	Beta-ketoacyl-[acyl-carrier-protein] synthase III 1 (Beta-ketoacyl-ACP synthase III 1) (KAS III 1) (EC 2.3.1.180) (EC 2.3.1.300) (3-oxoacyl-[acyl-carrier-protein] synthase 3 1) (3-oxoacyl-[acyl-carrier-protein] synthase III 1) (Branched-chain beta-ketoacyl-[acyl-carrier-protein] synthase 1) (bFabH1)	fabHA fabH fabH1 yjaX BSU11330	Bacillus subtilis (strain 168)	312	GO:0004315; GO:0005737; GO:0030497; GO:0033818; GO:0061990	cytoplasm [GO:0005737]; 3-oxoacyl-[acyl-carrier-protein] synthase activity [GO:0004315]; beta-ketoacyl-acyl-carrier-protein synthase III activity [GO:0033818]; beta-ketodecanoyl-[acyl-carrier-protein] synthase activity [GO:0061990]; fatty acid elongation [GO:0030497]
O34748	RECQ_BACSU	ATP-dependent DNA helicase RecQ (EC 5.6.2.4) (DNA 3'-5' helicase RecQ)	recQ yocI BSU19220	Bacillus subtilis (strain 168)	591	GO:0003676; GO:0005524; GO:0005694; GO:0005737; GO:0006260; GO:0006281; GO:0006310; GO:0009432; GO:0016887; GO:0030894; GO:0043138; GO:0043590	bacterial nucleoid [GO:0043590]; chromosome [GO:0005694]; cytoplasm [GO:0005737]; replisome [GO:0030894]; 3'-5' DNA helicase activity [GO:0043138]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; nucleic acid binding [GO:0003676]; DNA recombination [GO:0006310]; DNA repair [GO:0006281]; DNA replication [GO:0006260]; SOS response [GO:0009432]
O34777	OHRR_BACSU	Organic hydroperoxide resistance transcriptional regulator	ohrR ykmA BSU13150	Bacillus subtilis (strain 168)	147	GO:0000122; GO:0000977; GO:0001227; GO:0005737; GO:0006355; GO:0006950; GO:0042542; GO:0042802; GO:0042803; GO:0045892	cytoplasm [GO:0005737]; DNA-binding transcription repressor activity, RNA polymerase II-specific [GO:0001227]; identical protein binding [GO:0042802]; protein homodimerization activity [GO:0042803]; RNA polymerase II transcription regulatory region sequence-specific DNA binding [GO:0000977]; negative regulation of DNA-templated transcription [GO:0045892]; negative regulation of transcription by RNA polymerase II [GO:0000122]; regulation of DNA-templated transcription [GO:0006355]; response to hydrogen peroxide [GO:0042542]; response to stress [GO:0006950]
O34790	PCRB_BACSU	Heptaprenylglyceryl phosphate synthase (HepGP synthase) (EC 2.5.1.n9) (Glycerol-1-phosphate heptaprenyltransferase)	pcrB yerE BSU06600	Bacillus subtilis (strain 168)	228	GO:0000287; GO:0004659; GO:0046474; GO:0120536	heptaprenylglyceryl phosphate synthase activity [GO:0120536]; magnesium ion binding [GO:0000287]; prenyltransferase activity [GO:0004659]; glycerophospholipid biosynthetic process [GO:0046474]
O34798	PDAC_BACSU	Peptidoglycan-N-acetylmuramic acid deacetylase PdaC (Peptidoglycan MurNAc deacetylase) (EC 3.5.1.-) (Polysaccharide deacetylase PdaC)	pdaC yjeA BSU12100	Bacillus subtilis (strain 168)	467	GO:0005886; GO:0005975; GO:0016810	plasma membrane [GO:0005886]; hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds [GO:0016810]; carbohydrate metabolic process [GO:0005975]
O34817	NAGR_BACSU	HTH-type transcriptional repressor NagR (N-acetylglucosamine utilization regulator)	nagR yvoA BSU35030	Bacillus subtilis (strain 168)	243	GO:0003677; GO:0003700; GO:0045892	DNA binding [GO:0003677]; DNA-binding transcription factor activity [GO:0003700]; negative regulation of DNA-templated transcription [GO:0045892]
O34840	CHAA_BACSU	Ca(2+)/H(+) antiporter ChaA	chaA yfkE BSU07920	Bacillus subtilis (strain 168)	351	GO:0005886; GO:0015369; GO:0070588	plasma membrane [GO:0005886]; calcium:proton antiporter activity [GO:0015369]; calcium ion transmembrane transport [GO:0070588]
O34860	RSBRB_BACSU	RsbT co-antagonist protein RsbRB (Stressosome protein RsbRB)	rsbRB ykoB BSU13200	Bacillus subtilis (strain 168)	277		
O34876	FTSX_BACSU	Cell division protein FtsX	ftsX BSU35250	Bacillus subtilis (strain 168)	296	GO:0005886; GO:0008356; GO:0045121; GO:0045881; GO:0070297; GO:0090529	membrane raft [GO:0045121]; plasma membrane [GO:0005886]; asymmetric cell division [GO:0008356]; cell septum assembly [GO:0090529]; positive regulation of sporulation resulting in formation of a cellular spore [GO:0045881]; regulation of phosphorelay signal transduction system [GO:0070297]
O34919	YOSS_BACSU	SPbeta prophage-derived deoxyuridine 5'-triphosphate nucleotidohydrolase YosS (dUTPase) (EC 3.6.1.23) (dUTP pyrophosphatase)	yosS yojU BSU20020	Bacillus subtilis (strain 168)	142	GO:0000287; GO:0004170; GO:0006226; GO:0032991; GO:0042802; GO:0046081	protein-containing complex [GO:0032991]; dUTP diphosphatase activity [GO:0004170]; identical protein binding [GO:0042802]; magnesium ion binding [GO:0000287]; dUMP biosynthetic process [GO:0006226]; dUTP catabolic process [GO:0046081]
O34926	CYPX_BACSU	Pulcherriminic acid synthase (EC 1.14.15.13) (CYP134A1) (Cyclo-L-leucyl-L-leucyl dipeptide oxidase) (Cytochrome P450 CypX)	cypX cyp134 cypB BSU35060	Bacillus subtilis (strain 168)	405	GO:0004497; GO:0005506; GO:0016713; GO:0020037; GO:0046148	heme binding [GO:0020037]; iron ion binding [GO:0005506]; monooxygenase activity [GO:0004497]; oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, reduced iron-sulfur protein as one donor, and incorporation of one atom of oxygen [GO:0016713]; pigment biosynthetic process [GO:0046148]
O34928	PDAA_BACSU	Peptidoglycan-N-acetylmuramic acid deacetylase PdaA (Peptidoglycan MurNAc deacetylase) (EC 3.5.1.-) (Muramic-delta-lactam synthase)	pdaA yfjS BSU07980	Bacillus subtilis (strain 168)	263	GO:0005975; GO:0016810; GO:0019213	deacetylase activity [GO:0019213]; hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds [GO:0016810]; carbohydrate metabolic process [GO:0005975]
O34939	YDIO_BACSU	Type II methyltransferase M1.BsuMI (M1.BsuMI) (EC 2.1.1.37) (BsuMI modification methylase subunit YdiO) (Cytosine-specific methyltransferase M1.BsuMI)	ydiO BSU06060	Bacillus subtilis (strain 168)	427	GO:0003886; GO:0009007; GO:0009307	DNA (cytosine-5-)-methyltransferase activity [GO:0003886]; site-specific DNA-methyltransferase (adenine-specific) activity [GO:0009007]; DNA restriction-modification system [GO:0009307]
O34942	RECG_BACSU	ATP-dependent DNA helicase RecG (EC 5.6.2.4) (Branch migration translocase RecG) (DNA branch migration protein RecG) (Probable DNA 3'-5' helicase RecG)	recG ylpB BSU15870	Bacillus subtilis (strain 168)	682	GO:0000400; GO:0003678; GO:0005524; GO:0006281; GO:0006310; GO:0009295; GO:0016887; GO:0043138; GO:0061749; GO:0071932	nucleoid [GO:0009295]; 3'-5' DNA helicase activity [GO:0043138]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; DNA helicase activity [GO:0003678]; forked DNA-dependent helicase activity [GO:0061749]; four-way junction DNA binding [GO:0000400]; DNA recombination [GO:0006310]; DNA repair [GO:0006281]; replication fork reversal [GO:0071932]
O34962	MAO4_BACSU	Bifunctional malic/malolactic enzyme (EC 1.1.1.40) (EC 4.1.1.101) (Malolactic enzyme) (MLE) (NADP-dependent malic enzyme) (NADP-ME)	ytsJ BSU29220	Bacillus subtilis (strain 168)	410	GO:0004473; GO:0008948; GO:0043883; GO:0051287	malate dehydrogenase (decarboxylating) (NADP+) activity [GO:0004473]; malolactic enzyme activity [GO:0043883]; NAD binding [GO:0051287]; oxaloacetate decarboxylase activity [GO:0008948]
O35000	NAGB_BACSU	Glucosamine-6-phosphate deaminase 1 (EC 3.5.99.6) (GlcN6P deaminase 1) (GNPDA 1) (Glucosamine-6-phosphate isomerase 1)	nagB BSU35020	Bacillus subtilis (strain 168)	242	GO:0004342; GO:0005737; GO:0005975; GO:0006043; GO:0006046; GO:0019262; GO:0042802	cytoplasm [GO:0005737]; glucosamine-6-phosphate deaminase activity [GO:0004342]; identical protein binding [GO:0042802]; carbohydrate metabolic process [GO:0005975]; D-glucosamine catabolic process [GO:0006043]; N-acetylglucosamine catabolic process [GO:0006046]; N-acetylneuraminate catabolic process [GO:0019262]
